ts_code,ann_date,end_date,proc,exp_date,vol,amount,high_limit,low_limit
002043.SZ,20200131,20200123,完成,,7975554.0,62491709.97,8.5,7.68
300444.SZ,20200124,20200123,完成,,3523600.0,14996900.0,4.3,4.21
300270.SZ,20200124,20200122,完成,,3664942.0,30991017.0,9.25,
002188.SZ,20200123,,预案,20200320,,1.0,,
300098.SZ,20200123,,预案,,,84961258.39,5.276,5.2565
300582.SZ,20200123,,预案,,,,,
300098.SZ,20200123,,预案,,,3148401.701,5.2565,5.2565
300359.SZ,20200123,,预案,,,400000.0,4.0,4.0
300319.SZ,20200123,,预案,,,522264.0,3.76,3.76
002279.SZ,20200123,20200122,完成,,8294433.0,60092542.04,9.64,5.56
002279.SZ,20200123,20200121,完成,,7665833.0,,10.0,
002235.SZ,20200123,20200122,完成,,1158000.0,5940540.0,5.13,5.13
603798.SH,20200123,20200121,完成,,2000051.0,22544009.66,12.89,
002833.SZ,20200123,20200123,完成,,1800.0,60012.0,33.34,33.34
002517.SZ,20200122,,预案,20210121,,100000000.0,4.21,
600019.SH,20200122,,股东大会通过,,,339150.0,3.99,3.99
600019.SH,20200122,,股东大会通过,,,12193140.75,3.99,3.99
603887.SH,20200122,,股东大会通过,,,478240.0,12.2,12.2
300034.SZ,20200122,,股东大会通过,,,673463.0,6.23,6.23
002043.SZ,20200122,20200120,完成,,2547500.0,19981649.06,8.08,7.7
600673.SH,20200122,20200120,完成,,115787028.0,1008950900.0,11.53,
300702.SZ,20200122,20200117,完成,,15664.0,177983.77,11.3626,11.3626
400230,20200122,20200120,完成,,3206000.0,17424610.0,5.435,5.435
400230,20200122,20200120,完成,,756000.0,4108860.0,5.435,5.435
002304.SZ,20200122,20200121,完成,,288000.0,31739996.15,110.88,109.65
600098.SH,20200122,20200122,完成,,39690368.0,256257400.0,9.0,
600873.SH,20200122,20200121,完成,,45847603.0,201003000.0,5.5,
603998.SH,20200121,,预案,,,1852560.0,3.14,2.98
002020.SZ,20200121,,预案,20210205,,600000000.0,12.0,
603839.SH,20200121,,预案,,,1564975.944,8.4429,8.4429
300347.SZ,20200121,,预案,,,544726.35,26.55,26.55
600206.SH,20200121,,预案,,,346943.64,5.7441,5.7441
300002.SZ,20200121,,预案,20210120,,200000000.0,5.07,
300709.SZ,20200121,,股东大会通过,,,463270.0,36.47,23.41
000595.SZ,20200121,,股东大会通过,,,20738690.0,2.17,2.17
000778.SZ,20200121,20200117,完成,,38884600.0,162328100.0,4.23,
002674.SZ,20200121,20200120,完成,,129800.0,1375574.0,10.7,10.53
600160.SH,20200121,20200120,完成,,28114800.0,200417124.0,11.65,
300668.SZ,20200120,,预案,20200807,,50000000.0,25.0,
300371.SZ,20200120,,预案,,,432431.076,6.6857,6.6857
603636.SH,20200120,,预案,,,117289.5,7.8193,7.8193
300637.SZ,20200120,,预案,,,59091.9,6.33,5.31
300684.SZ,20200120,,股东大会通过,,,262800.0,10.95,10.95
300272.SZ,20200120,,股东大会通过,,,809100.0,3.625,3.625
002441.SZ,20200120,20200120,完成,,244430.0,1478801.5,6.05,6.05
300303.SZ,20200120,20200117,完成,,249840.0,,2.7611,2.32
300303.SZ,20200120,20200117,完成,,363500.0,,,
002035.SZ,20200120,20200117,完成,,3412800.0,10688940.0,4.7083,2.9667
300663.SZ,20200120,20200117,完成,,1770779.0,10868483.7435,6.1476,6.1343
600588.SH,20200118,,预案,,,,,
603896.SH,20200118,,预案,,,,24.14,16.94
603337.SH,20200118,,股东大会通过,,,,,
300308.SZ,20200118,20200116,完成,,602245.0,9306704.33,22.484,13.849
601222.SH,20200118,20200117,完成,,6500000.0,35646732.47,5.55,5.36
300628.SZ,20200117,,预案,,,1616340.0,28.78,15.27
603660.SH,20200117,,预案,,,869021.27,8.7245,8.7245
002236.SZ,20200117,,股东大会通过,,,3576907.0,8.75,8.17
600276.SH,20200117,,股东大会通过,,,11976845.46,26.1583,21.0282
000045.SZ,20200117,,股东大会通过,,,400527.0,5.73,5.73
300307.SZ,20200117,,股东大会通过,,,101968754.52,6.0,
603869.SH,20200117,20200115,完成,,6734687.0,100950438.19,22.36,
400116,20200117,20200115,完成,,3573200.0,20009946.0,13.5,
400219,20200117,20200121,完成,,30000.0,237690.0,7.923,7.923
603399.SH,20200117,20200121,完成,,2900000.0,28966300.0,10.372,9.927
603903.SH,20200116,,预案,,,,,
603883.SH,20200116,,股东大会通过,,,2755282.02,29.62,29.62
400145,20200116,,股东大会通过,,,15614642.53,8.54,6.45
002600.SZ,20200116,,股东大会通过,,,10997058.4,3.12,1.66
300183.SZ,20200116,,股东大会通过,,,1080254.0,10.22,10.22
002214.SZ,20200116,20200115,完成,,326000.0,3678540.0,11.3,11.25
002878.SZ,20200116,20200115,完成,,95673.0,1149162.93,12.11,11.28
002866.SZ,20200115,,预案,,,,,5.62
603386.SH,20200115,,预案,,,395560.0,8.99,8.99
603365.SH,20200115,20200114,完成,,2759300.0,44592724.0,26.0,
603505.SH,20200115,20200114,完成,,386153.0,8923009.59,23.19,22.97
300454.SZ,20200115,20200115,完成,,16410.0,796025.7,48.85,48.27
600477.SH,20200115,20200117,完成,,608400.0,971100.0,1.5962,1.5962
002537.SZ,20200114,,预案,,,28843740.0,5.1,5.1
002638.SZ,20200114,,股东大会通过,,,1.0,,
400185,20200114,,股东大会通过,,,,,
002131.SZ,20200114,,股东大会通过,,,,,
600513.SH,20200114,,股东大会通过,,,479780.0,4.172,4.172
300640.SZ,20200114,,股东大会通过,,,289755.0,,
000008.SZ,20200114,20200110,完成,,64417663.0,234980695.0,5.99,
002717.SZ,20200114,20200113,完成,,1438500.0,5797155.0,4.03,4.03
002717.SZ,20200114,20200113,完成,,270000.0,1088100.0,4.03,4.03
002472.SZ,20200114,20200113,完成,,13740277.0,74890860.26,5.9,
002063.SZ,20200114,20200113,完成,,392478.0,1957220.14,5.03,3.7
300659.SZ,20200114,20200113,完成,,66720.0,755953.0,12.39,9.7438
300481.SZ,20200114,20200113,完成,,4500.0,39690.0,8.82,8.82
300507.SZ,20200114,20200113,完成,,91800.0,661878.0,7.21,7.21
600282.SH,20200114,20200110,完成,,21980000.0,74990042.0,3.51,
600233.SH,20200114,20200116,完成,,179352.0,1320619.09,9.45,6.74
600233.SH,20200114,20200116,完成,,179564.0,1408254.87,9.45,6.74
300635.SZ,20200113,,股东大会通过,,,99252.0,8.271,8.271
000026.SZ,20200111,,预案,,,208283.0,4.2,4.2
000333.SZ,20200111,,预案,,,85099855.0,26.27,13.36
300373.SZ,20200111,,股东大会通过,,,111032.92,6.7703,6.7703
002157.SZ,20200111,,股东大会通过,,,1207400.0,2.42,2.01
600567.SH,20200111,20200110,完成,,108978654.0,379939446.54,3.7,
002293.SZ,20200111,20200109,完成,,429000.0,2511580.5,5.8545,5.8545
002293.SZ,20200111,20200109,完成,,127600.0,773156.12,6.9545,5.8727
002478.SZ,20200111,20200110,完成,,75000.0,451616.0,6.02,6.02
603030.SH,20200111,20200115,完成,,61200.0,307530.0,5.025,5.025
002534.SZ,20200110,,预案,,,287460.0,4.4361,4.4361
002334.SZ,20200110,,预案,,,142560.0,4.32,4.32
300482.SZ,20200110,,股东大会通过,,,218246.4,16.84,16.84
300408.SZ,20200110,,股东大会通过,,,,,9.19
600530.SH,20200110,20200108,完成,,5080000.0,25006950.0,5.05,
002076.SZ,20200110,20200108,完成,,3721500.0,8764132.5,2.355,2.355
603711.SH,20200110,20200114,完成,,1178900.0,,,
601011.SH,20200110,20200114,完成,,540000.0,2570400.0,4.76,4.76
300074.SZ,20200110,20200109,完成,,4583000.0,20589906.0,4.61,4.39
300074.SZ,20200110,20200109,完成,,1558200.0,7183302.0,4.61,4.61
920375.BJ,20200110,20191231,完成,,2942000.0,14838590.0,5.11,
920879.BJ,20200109,,预案,20200806,,38850000.0,3.35,
601222.SH,20200109,,预案,20210108,,600000000.0,11.32,
300311.SZ,20200109,,预案,,,974003.02,4.7437,3.3494
603203.SH,20200109,,股东大会通过,,,146792.0,15.177,15.177
300324.SZ,20200109,,股东大会通过,,,297600.0,2.48,2.48
002611.SZ,20200109,20200108,完成,,293520139.0,1.0,,
002829.SZ,20200109,20200107,完成,,170800.0,2958331.0,18.8,15.8
002478.SZ,20200108,,预案,20210106,,100000000.0,7.0,
002105.SZ,20200108,,股东大会通过,,,19886294.0,5.5,
603179.SH,20200108,,股东大会通过,,,20379252.0,14.94,11.4
300602.SZ,20200108,,股东大会通过,,,,,
600406.SH,20200108,20200110,完成,,174307.0,1518213.97,8.71,8.71
300661.SZ,20200108,20200107,完成,,3328.0,85676.24,39.26,17.08
300465.SZ,20200108,20200107,完成,,12800.0,98048.0,7.66,7.66
300465.SZ,20200108,20200107,完成,,12800.0,98048.0,7.66,7.66
300124.SZ,20200108,20200108,完成,,190000.0,1709050.0,8.995,8.995
300124.SZ,20200108,20200108,完成,,500000.0,4586500.0,9.195,8.995
000157.SZ,20200108,20200107,完成,,2008515.0,,,
300124.SZ,20200108,20200108,完成,,150000.0,1379250.0,8.995,8.995
300067.SZ,20200108,20200107,完成,,131040.0,370450.08,2.827,2.827
300067.SZ,20200108,20200107,完成,,19500.0,44099.25,2.2615,2.2615
300124.SZ,20200108,20200108,完成,,305000.0,2804475.0,8.995,8.995
002043.SZ,20200107,,预案,20210106,,200000000.0,8.5,
000826.SZ,20200107,,股东大会通过,,,10206286.0,13.16,
300037.SZ,20200107,,股东大会通过,,,2120250.0,14.615,10.47
300655.SZ,20200107,20200106,完成,,50765.0,370584.5,7.3,7.3
300498.SZ,20200107,20200106,完成,,615280.0,7369231.33,11.977,11.977
300138.SZ,20200107,20200106,完成,,21473972.0,158050980.06,10.0,
300562.SZ,20200106,,股东大会通过,,,476148.39,6.81,6.81
603608.SH,20200106,20200108,完成,,1336300.0,8993768.0,6.86,5.87
002479.SZ,20200106,20191231,完成,,2673400.0,21796870.0,10.35,6.97
300349.SZ,20200106,20191231,完成,,1142800.0,16354149.97,14.45,
603421.SH,20200106,20200108,完成,,138600.0,2093275.8,15.103,15.103
600019.SH,20200104,,预案,,,339150.0,3.99,3.99
600019.SH,20200104,,预案,,,12193140.75,3.99,3.99
000595.SZ,20200104,,预案,,,20738690.0,2.17,2.17
300473.SZ,20200104,,预案,,,1315300.0,37.58,37.58
002272.SZ,20200104,,股东大会通过,,,24750.0,2.475,2.475
002272.SZ,20200104,,股东大会通过,,,14850.0,2.475,2.475
002272.SZ,20200104,,股东大会通过,,,267300.0,2.475,2.475
002272.SZ,20200104,,股东大会通过,,,193050.0,2.475,2.475
603066.SH,20200104,20191231,完成,,4504061.0,32997296.25,11.2,
002852.SZ,20200104,20191231,完成,,11087283.0,159283140.81,18.5,
002831.SZ,20200104,20191231,完成,,3228482.0,76353078.47,30.343,
603869.SH,20200104,20191231,完成,,6570987.0,98950778.69,15.68,
400247,20200104,20191231,完成,,26254890.0,92272554.78,5.38,3.39
002236.SZ,20200104,20191231,完成,,13391480.0,203499400.44,25.37,
600843.SH,20200104,20191231,完成,,4524140.0,34822001.53,7.647,7.13
000008.SZ,20200104,20191231,完成,,64386463.0,234863371.0,5.99,
600681.SH,20200104,20200103,完成,,23819361.0,200983501.0,16.0,
600201.SH,20200104,20191231,完成,,7228615.0,139978820.77,25.0,
600079.SH,20200104,20191231,完成,,3872732.0,49990300.0,49.29,12.39
002339.SZ,20200104,20191231,完成,,7021521.0,43783667.74,10.0,
002264.SZ,20200104,20200102,完成,,17300003.0,85257200.0,7.3,
300424.SZ,20200104,20200102,完成,,84066.0,,,
002591.SZ,20200104,20200103,完成,,51425.0,251227.32,6.1297,3.57
002737.SZ,20200104,20191231,完成,,1575157.0,22762500.0,14.6,
002294.SZ,20200104,20191231,完成,,3470987.0,63117200.0,20.0,
002126.SZ,20200104,20191231,完成,,6791039.0,50001331.24,8.03,
600166.SH,20200104,20191231,完成,,64901843.0,133713099.47,2.09,
300074.SZ,20200104,20191231,完成,,2400600.0,10272950.96,4.54,
600185.SH,20200104,20191231,完成,,69715634.0,346123200.0,7.0,
300709.SZ,20200103,,预案,,,463270.0,36.47,23.41
600887.SH,20200103,,预案,,,1455450.0,12.52,12.52
300253.SZ,20200103,,股东大会通过,,,52575.0,7.01,7.01
300253.SZ,20200103,,股东大会通过,,,482643.29,5.842,3.625
002390.SZ,20200103,20191231,完成,,68494900.0,369129064.45,5.97,
002367.SZ,20200103,20191231,完成,,6891400.0,50297137.0,7.55,
000778.SZ,20200103,20191231,完成,,8825736.0,36540822.68,4.17,
300360.SZ,20200103,20191231,完成,,21629053.0,213155035.64,10.0,
400116,20200103,20191231,完成,,1881800.0,10165347.0,6.15,
002558.SZ,20200103,20191231,完成,,14229381.0,250158011.72,25.0,
002448.SZ,20200103,20191231,完成,,14734459.0,100142552.13,8.4,
601579.SH,20200103,20200102,完成,,9947239.0,85581410.22,13.54,
002085.SZ,20200103,20191231,完成,,131400.0,920095.69,10.0,
600673.SH,20200103,20191231,完成,,93607550.0,799240500.0,10.2,
000926.SZ,20200103,20191231,完成,,16263300.0,104991932.77,8.0,6.25
000902.SZ,20200103,20191231,完成,,2561400.0,20027943.7,8.17,
400251,20200103,20191231,完成,,5451063.0,14005762.98,3.75,2.46
000759.SZ,20200103,20191231,完成,,1348100.0,9877619.36,7.39,
002661.SZ,20200103,20191231,完成,,9848437.0,118111000.0,13.0,
600603.SH,20200103,20191231,完成,,67403770.0,350582564.26,6.6,
300017.SZ,20200103,20191231,完成,,543000.0,2856180.0,5.26,5.26
300017.SZ,20200103,20191231,完成,,261000.0,1318050.0,5.05,5.05
603365.SH,20200103,20191231,完成,,2138500.0,34919158.0,26.0,14.38
600252.SH,20200103,20191231,完成,,49898443.0,150178960.02,3.26,
600398.SH,20200103,20191231,完成,,30888210.0,245142898.26,7.81,7.55
600177.SH,20200103,20191231,完成,,231597224.0,1483341911.12,6.79,
300270.SZ,20200103,20191231,完成,,2281042.0,18620637.0,8.66,
603798.SH,20200103,20191231,完成,,1666225.0,18406243.09,12.06,
600567.SH,20200103,20191231,完成,,78693302.0,269763791.22,5.58,
600160.SH,20200103,20191231,完成,,26314800.0,187732487.0,11.65,
601877.SH,20200103,20191231,完成,,5664928.0,136854176.8,26.49,22.97
002472.SZ,20200103,20191231,完成,,10690517.0,57392897.06,7.7,
300017.SZ,20200103,20191231,完成,,134100.0,677205.0,5.05,5.05
600170.SH,20200103,20191231,完成,,15800000.0,55109000.0,3.52,
600867.SH,20200103,20191231,完成,,10684400.0,133430969.43,12.74,
300017.SZ,20200103,20191231,完成,,163000.0,823150.0,5.05,5.05
002145.SZ,20200103,20191231,完成,,118144156.0,500540188.92,5.0,
002422.SZ,20200103,20191231,完成,,3139400.0,72828003.03,25.0,
603636.SH,20200103,20191231,完成,,4420208.0,43276280.49,11.87,11.27
002858.SZ,20200103,20191231,完成,,678800.0,9997164.0,21.82,
300389.SZ,20200103,20191231,完成,,4824100.0,53699487.72,12.12,
300605.SZ,20200103,20200102,完成,,13622.0,83820.42,6.15,6.15
300170.SZ,20200103,20191231,完成,,7000018.0,67706472.74,9.96,
300017.SZ,20200103,20191231,完成,,4800.0,24240.0,5.05,5.05
600282.SH,20200103,20191231,完成,,10017800.0,33759174.0,3.45,
603898.SH,20200103,20191231,完成,,5332480.0,79985448.32,16.29,
600098.SH,20200103,20191231,完成,,32847568.0,211534600.0,6.7,
002803.SZ,20200103,20191231,完成,,255600.0,5998118.2,40.58,23.05
603816.SH,20200103,20191231,完成,,4084618.0,147999720.53,42.62,41.77
300644.SZ,20200103,20191231,完成,,436000.0,12435612.0,29.98,
300151.SZ,20200103,20191231,完成,,5397500.0,50151062.0,11.0,
002365.SZ,20200103,20191231,完成,,2443046.0,20850949.14,10.0,
002171.SZ,20200103,20191231,完成,,34539792.0,223452471.2,7.5,
002772.SZ,20200103,20191231,完成,,9298442.0,64001161.77,9.0,1.0
400289,20200103,20191231,完成,,5577417.0,69430125.93,21.49,
601126.SH,20200103,20191231,完成,,7329107.0,41952270.02,7.5,5.46
002229.SZ,20200103,20191231,完成,,1113400.0,7146919.05,6.73,
600256.SH,20200103,20191231,完成,,31282634.0,104995417.41,5.16,
300279.SZ,20200103,20200103,完成,,10155993.0,50098836.66,6.18,
300214.SZ,20200103,20191231,完成,,5910000.0,39950656.0,10.0,
601138.SH,20200102,,预案,,,,6.03,5.901
603337.SH,20200102,,预案,,,,,
603918.SH,20200102,,预案,,,69076.8,7.38,7.38
603017.SH,20200102,,预案,,,358956.0,4.602,4.602
002488.SZ,20200102,,预案,,,,,
300307.SZ,20200102,,预案,20200717,,200000000.0,6.0,
002301.SZ,20200102,20191230,完成,,7872650.0,97296618.18,13.12,11.52
601579.SH,20200102,20191231,完成,,9294939.0,79960470.22,8.75,8.37
400192,20200102,20191231,完成,,10440585.0,29977340.31,2.98,
002614.SZ,20200102,20191231,完成,,85000.0,725900.0,8.54,8.54
000818.SZ,20200102,20191230,完成,,110000.0,665500.0,6.05,6.05
002487.SZ,20200102,20191231,完成,,60000.0,,,
002757.SZ,20200102,20191230,完成,,45004.0,625130.45,14.037,11.596
600556.SH,20200102,20191230,完成,,46040052.0,,,
002879.SZ,20200102,20191231,完成,,10510527.0,151923937.96,16.5,
002589.SZ,20200102,20191227,完成,,30398300.0,230692828.36,8.07,
002900.SZ,20200102,20191231,完成,,6815183.0,85754696.02,13.3603,
920786.BJ,20200102,20191231,完成,,2142000.0,5091780.0,2.66,
600933.SH,20200102,20200106,完成,,125600.0,724712.0,5.77,5.77
603737.SH,20200102,20200106,完成,,154509.0,2468790.238,15.982,15.164
002285.SZ,20200102,20191231,完成,,5214300.0,19579696.5,3.755,3.755
002350.SZ,20200102,20191231,完成,,3299671.0,18167340.51,5.66,
300138.SZ,20200102,20191231,完成,,19160500.0,140808705.75,10.0,
300732.SZ,20200102,20191231,完成,,1694909.0,28675300.0,22.0,
300679.SZ,20200102,20191231,完成,,1430002.0,55165329.35,39.9,37.0
300298.SZ,20200102,20191231,完成,,5460940.0,69964941.34,15.0,
600400.SH,20200102,20191231,完成,,26034544.0,87146156.26,5.33,3.23
300400.SZ,20200102,20191231,完成,,5921640.0,100238265.75,24.0,11.099
600873.SH,20200102,20191231,完成,,33284592.0,144122300.0,5.5,
000030.SZ,20200102,20191231,完成,,68106326.0,341515561.31,5.2,
400145,20200101,,预案,,,15614642.53,8.54,6.45
300199.SZ,20200101,20191231,完成,,33685704.0,318638743.58,16.0,
400233,20200229,,预案,,,2020251.43,4.841,4.841
300121.SZ,20200229,,预案,,,66890950.0,4.99,4.99
002852.SZ,20200229,20200229,完成,,15031695.0,208171448.12,18.5,
000720.SZ,20200229,20200227,完成,,33119391.0,162601373.16,5.2,
603505.SH,20200229,20200228,完成,,2623795.0,63757203.65,24.99,
002726.SZ,20200229,20200228,完成,,512720.0,1359528.35,2.6516,2.6516
603515.SH,20200229,20200228,完成,,100000.0,2498720.0,25.0,24.91
002019.SZ,20200228,,预案,,,582750.0,6.66,6.66
002327.SZ,20200228,,预案,,,18800.0,4.7,4.7
002327.SZ,20200228,,预案,,,563397.0,5.01,4.59
002327.SZ,20200228,,预案,,,703000.0,3.7,3.7
300037.SZ,20200228,,股东大会通过,,,8945476.125,14.615,14.615
300668.SZ,20200228,20200227,完成,,574200.0,9969206.84,17.55,17.09
603496.SH,20200228,20200303,完成,,270707.0,,,
603313.SH,20200228,20200303,完成,,91000.0,640503.5,7.0385,7.0385
000581.SZ,20200228,20200227,完成,,1020000.0,20247801.78,20.03,19.56
002074.SZ,20200228,20200227,完成,,7064086.0,104007499.14,14.9,13.59
002074.SZ,20200228,20200227,完成,,234000.0,3415860.0,14.9,13.59
300002.SZ,20200228,20200228,完成,,9260727.0,32288879.78,3.53,3.46
300347.SZ,20200227,,预案,,,515601.0,26.55,26.55
002852.SZ,20200227,20200225,完成,,14495642.0,201240248.02,18.5,
300604.SZ,20200226,,预案,,,3293165.2,6.8,6.8
600337.SH,20200226,20200225,完成,,857300.0,3824900.0,4.51,4.42
002378.SZ,20200226,20200225,完成,,206000.0,1000130.0,4.86,4.84
600337.SH,20200225,,股东大会通过,,,699768700.0,6.6,
600050.SH,20200225,20200227,完成,,8198000.0,31400180.0,3.88,3.79
600022.SH,20200225,20200224,完成,,15600000.0,20656000.0,1.33,1.32
300708.SZ,20200224,,预案,,,2674330.08,5.6901,5.6901
000796.SZ,20200224,20200221,完成,,655800.0,5578070.0,8.55,8.44
300709.SZ,20200224,20200224,完成,,17000.0,463270.0,36.47,23.41
300624.SZ,20200224,20200224,完成,,143000.0,,31.75,
300258.SZ,20200222,,预案,20210310,,200000000.0,17.8,
300602.SZ,20200222,,预案,,,,,
603677.SH,20200222,,预案,,,15427077.12,10.14,10.14
002161.SZ,20200222,,预案,20200820,,100000000.0,15.0,
000333.SZ,20200222,,预案,20210221,,,75.0,
600843.SH,20200222,20200219,完成,,5752878.0,44002527.88,10.0,
002824.SZ,20200221,,预案,,,508926.88,6.544,6.544
002224.SZ,20200221,,股东大会通过,,,100084148.14,9.48,
300497.SZ,20200221,,股东大会通过,,,65096.784,10.0458,10.0458
600843.SH,20200221,20200218,完成,,5570568.0,42636310.98,10.0,6.38
000710.SZ,20200221,20200220,完成,,3907400.0,160386379.29,50.0,
920879.BJ,20200221,20200219,完成,,1000.0,2900.0,2.9,2.9
002873.SZ,20200221,20200219,完成,,621000.0,10095970.1,17.23,
603218.SH,20200220,,预案,,,389959.28,9.23,5.58
300261.SZ,20200220,,预案,20210219,,50000000.0,6.87,
601668.SH,20200220,,股东大会通过,,,36831018.0,3.4757,3.468
600749.SH,20200220,20200219,完成,,2275000.0,22643656.01,15.0,9.19
000759.SZ,20200220,20200218,完成,,13925775.0,96009418.35,8.15,
400235,20200220,20200219,完成,,1151524.0,1508496.44,1.31,1.31
600433.SH,20200220,20200218,完成,,28749998.0,99692677.94,6.0,3.03
601877.SH,20200220,20200218,完成,,19794290.0,524686645.49,28.99,
603113.SH,20200219,,预案,20200905,,150000000.0,15.68,
603507.SH,20200219,20200218,完成,,26728.0,665854.4,24.95,24.8
601678.SH,20200219,20200218,完成,,1600000.0,8465200.0,5.4,5.14
400245,20200218,,预案,,,,,
600329.SH,20200218,,预案,,,483000.0,6.9,6.9
600901.SH,20200218,20200217,完成,,1397700.0,7672832.0,5.59,5.44
600079.SH,20200218,20200218,完成,,4392532.0,57363900.0,14.28,
603798.SH,20200218,20200213,完成,,2731039.0,30002254.58,16.59,
000030.SZ,20200218,20200215,完成,,68909026.0,344888582.11,5.2,4.2
600522.SH,20200217,,预案,20210214,,400000000.0,9.0,
002846.SZ,20200217,,预案,,,1715208.0,10.95,10.95
300664.SZ,20200217,20200217,完成,,9800200.0,134500473.97,15.0,13.14
002517.SZ,20200217,20200214,完成,,37762950.0,99999886.14,2.88,
002578.SZ,20200217,20200214,完成,,49463113.0,174745202.58,5.5,2.88
601975.SH,20200215,,预案,20210303,,200000000.0,3.96,
002609.SZ,20200215,,预案,,,1293500.0,3.25,3.25
400269,20200215,,预案,,,3609000.0,4.01,4.01
002510.SZ,20200215,,预案,,,1228716.0,1.86,1.86
300685.SZ,20200215,,预案,,,,,
000581.SZ,20200215,,预案,20210213,,600000000.0,22.92,
600096.SH,20200215,,股东大会通过,,,4390000.0,,2.62
002301.SZ,20200215,20200213,完成,,11909750.0,149998992.18,16.99,
002043.SZ,20200215,20200214,完成,,20153343.0,148352942.26,8.5,6.7
603586.SH,20200215,20200214,完成,,2190100.0,38179252.0,17.99,
002842.SZ,20200214,,预案,,,682080.0,,
300075.SZ,20200214,,预案,,,1782400.0,5.57,5.57
302132.SZ,20200214,20200213,完成,,5458100.0,50499637.42,11.12,
300368.SZ,20200214,20200213,完成,,775700.0,5998790.0,7.89,7.64
002707.SZ,20200214,20200213,完成,,20589926.0,105000813.02,5.42,
002229.SZ,20200214,20200213,完成,,4983550.0,39305465.83,8.4,
300037.SZ,20200213,,预案,,,8945476.125,14.615,14.615
002254.SZ,20200213,,股东大会通过,,,,,
300582.SZ,20200213,,股东大会通过,,,29600.0,3.7,3.7
603903.SH,20200213,,股东大会通过,,,,,
300582.SZ,20200213,,股东大会通过,,,136900.0,3.7,3.7
300582.SZ,20200213,,股东大会通过,,,,,
300582.SZ,20200213,,股东大会通过,,,22200.0,3.7,3.7
002879.SZ,20200213,20200211,完成,,11817387.0,171854300.76,23.0,
300421.SZ,20200213,20200213,完成,,3249000.0,,,
300644.SZ,20200213,20200212,完成,,671100.0,19323082.0,40.0,
002188.SZ,20200212,,股东大会通过,,,1.0,,
300371.SZ,20200212,,股东大会通过,,,432431.076,6.6857,6.6857
002390.SZ,20200212,20200210,完成,,83376743.0,455302846.64,5.97,
300056.SZ,20200212,20200212,完成,,4894551.0,29991230.88,9.0,
002913.SZ,20200212,20200211,完成,,20400.0,449208.0,22.02,22.02
002913.SZ,20200212,20200211,完成,,91062.0,2005185.24,22.02,22.02
300307.SZ,20200212,20200212,完成,,3666000.0,16456700.0,4.54,4.43
000863.SZ,20200212,20200211,完成,,489700.0,1965197.96,4.03,3.99
600380.SH,20200211,,预案,20210209,,300000000.0,15.0,
603129.SH,20200211,,预案,,,81216.0,11.28,11.28
002537.SZ,20200211,,股东大会通过,,,28843740.0,5.1,5.1
600901.SH,20200211,,股东大会通过,,,165101600.0,9.06,
300319.SZ,20200211,,股东大会通过,,,522264.0,3.76,3.76
002402.SZ,20200211,20200210,完成,,1106000.0,5491290.0,4.965,4.965
002402.SZ,20200211,20200210,完成,,126000.0,625590.0,4.965,4.965
300672.SZ,20200211,20200210,完成,,19922.0,287133.8,14.4129,14.4129
000333.SZ,20200211,20200210,完成,,62181122.0,3200329932.45,55.0,
300368.SZ,20200210,,预案,20210209,,25000000.0,8.5,
000926.SZ,20200210,20200207,完成,,20038400.0,124553942.08,8.0,5.14
300286.SZ,20200210,20200207,完成,,6603910.0,74482462.18,12.0,10.49
300664.SZ,20200210,20200210,完成,,4923300.0,68661871.92,15.0,13.6
300679.SZ,20200210,20200207,完成,,2950072.0,110884380.17,45.04,35.7
400271,20200208,,预案,20210206,,50000000.0,9.0,
300098.SZ,20200208,,股东大会通过,,,84961258.39,5.276,5.2565
300098.SZ,20200208,,股东大会通过,,,3148401.701,5.2565,5.2565
601579.SH,20200208,20200207,完成,,14920821.0,127766848.42,13.54,7.55
300664.SZ,20200208,20200207,完成,,2423400.0,33974893.54,14.1,13.75
603566.SH,20200208,20200207,完成,,173200.0,2908334.25,17.17,16.51
600352.SH,20200208,20200207,完成,,6067300.0,75823302.16,12.6,12.42
600337.SH,20200207,,预案,20210224,,700000000.0,6.6,
603737.SH,20200207,,预案,20200805,,300000000.0,120.0,
603515.SH,20200207,,预案,20210206,,228000000.0,30.0,
002283.SZ,20200207,,预案,20210206,,108000000.0,5.37,
600022.SH,20200207,,预案,20210205,,400000000.0,1.9,
300668.SZ,20200207,,股东大会通过,,,34953052.23,25.0,
920879.BJ,20200207,,股东大会通过,,,3487433.03,3.35,
300628.SZ,20200207,,股东大会通过,,,1616340.0,28.78,15.27
300359.SZ,20200207,,股东大会通过,,,400000.0,4.0,4.0
300347.SZ,20200207,,股东大会通过,,,544726.35,26.55,26.55
002852.SZ,20200207,20200205,完成,,11655707.0,165667503.62,18.5,11.13
000759.SZ,20200207,20200205,完成,,6859175.0,47640451.57,8.15,5.89
600177.SH,20200207,20200206,完成,,253550277.0,1626455921.22,6.79,
002045.SZ,20200207,20200206,完成,,7062617.0,74692235.19,10.91,
300600.SZ,20200207,20200205,完成,,138240.0,,,
300600.SZ,20200207,20200205,完成,,483840.0,,,
002517.SZ,20200207,20200205,完成,,28535500.0,73982146.96,2.73,
002126.SZ,20200207,20200203,完成,,7191039.0,53046925.24,7.86,7.5
002139.SZ,20200206,,预案,20210205,,40000000.0,7.0,
